TIME,REGION,COUNTRY,COUNTRY_CODE,LIFE_EXP_FEMALE,LIFE_EXP_MALE,LIFE_EXP_TOTAL,POP_FEMALE,POP_MALE,POP_TOTAL,GDP_CAPITA,HEALTH_CAPITA
2018,Asia,Afghanistan,AFG,66.458,59.923,63.081,18136922,18549862,36686784,2110.239384,299.8225437
2018,Europe,Albania,ALB,81.608,77.037,79.184,1430495,1435881,2866376,13498.18461,895.594816
2018,Africa,Algeria,DZA,77.205,74.966,76.066,20564404,21362603,41927007,12007.77471,741.4194295
2018,Africa,Angola,AGO,64.717,59.582,62.144,15828040,15445494,31273533,7043.95536,181.0779747
2018,North America,Antigua and Barbuda,ATG,81,75.724,78.511,47910,43715,91626,22603.19287,1096.55068
2018,South America,Argentina,ARG,80.329,73.631,76.999,22467488,22027014,44494502,23294.09868,2216.692967
2018,Asia,Armenia,ARM,79.601,69.992,75.064,1551563,1284995,2836557,13549.52242,1355.647719
2018,Oceania,Australia,AUS,84.9,80.7,82.74878049,12582741,12383903,24966643,50192.95733,5337.976003
2018,Europe,Austria,AUT,84.1,79.4,81.69268293,4492714,4347806,8840521,56937.94428,5904.617803
2018,Asia,Azerbaijan,AZE,75.708,69.693,72.76,5036324,4903447,9939771,14551.20011,506.6122194
2018,North America,"Bahamas, The",BHS,77.32,70.225,73.806,209250,192656,401906,35167.3995,2158.404584
2018,Asia,Bahrain,BHR,81.195,78.816,79.857,555346,931994,1487340,50114.15039,2068.990829
2018,Asia,Bangladesh,BGD,74.346,70.889,72.567,82369393,81314565,163683958,5247.694707,121.7842055
2018,North America,Barbados,BRB,78.958,75.013,77.067,145752,133936,279688,16388.59954,1079.559412
2018,Europe,Belarus,BLR,79.4,69.2,74.17560976,5077117,4361667,9438785,19430.90921,1045.470454
2018,Europe,Belgium,BEL,83.9,79.4,81.59512195,5794664,5632391,11427054,52530.56208,5681.599715
2018,North America,Belize,BLZ,77.021,70.84,73.703,189707,192359,382066,9010.060596,426.1121417
2018,Africa,Benin,BEN,61.354,58.916,60.14,5965949,5974735,11940683,3113.254929,77.29569013
2018,Asia,Bhutan,BTN,72.914,69.602,71.129,357467,404630,762096,11503.84721,364.373998
2018,South America,Bolivia,BOL,70.383,65.279,67.748,5774185,5832721,11606905,8669.827849,572.538492
2018,Europe,Bosnia and Herzegovina,BIH,79.093,75.034,77.093,1729892,1670236,3400129,14801.263,1296.740707
2018,Africa,Botswana,BWA,67.371,63.336,65.422,1242730,1208678,2451409,15321.7802,929.018522
2018,South America,Brazil,BRA,78.266,71.956,75.109,106812144,103354449,210166592,14971.05467,1416.930254
2018,Asia,Brunei Darussalam,BRN,76.956,72.668,74.712,209257,225018,434274,61084.25804,1473.852287
2018,Europe,Bulgaria,BGR,78.6,71.5,74.96341463,3618547,3406489,7025037,23016.0668,1680.778107
2018,Africa,Burkina Faso,BFA,61.706,58.29,60.047,10241740,10150983,20392723,2100.530924,105.1384992
2018,Africa,Burundi,BDI,63.524,59.821,61.688,5789861,5703611,11493472,758.2490316,56.10360375
2018,Africa,Cabo Verde,CPV,79.875,71.344,75.733,287116,284085,571202,7490.141372,347.0345905
2018,Asia,Cambodia,KHM,72.778,68.226,70.561,8094239,7930999,16025238,4319.01589,265.3480194
2018,Africa,Cameroon,CMR,62.783,59.602,61.18,12575513,12501234,25076747,3822.232765,138.3492634
2018,North America,Canada,CAN,83.99,79.8,81.84390244,18659541,18405543,37065084,49992.76228,5426.622859
2018,Africa,Central African Republic,CAF,56.587,52.285,54.369,2545524,2549256,5094780,875.1937178,98.72386758
2018,Africa,Chad,TCD,54.317,51.372,52.825,7772311,7831899,15604210,1601.132445,71.81969723
2018,South America,Chile,CHL,82.527,77.684,80.133,9420150,9281300,18701450,25564.53672,2358.52055
2018,Asia,China,CHN,80.637,75.046,77.744,685468978,717291023,1402760000,15497.82574,789.7771948
2018,South America,Colombia,COL,79.66,73.842,76.748,24945907,24331054,49276961,15161.31797,1156.113233
2018,Africa,Comoros,COM,66.195,61.808,63.912,386817,389497,776313,3374.041663,164.0018723
2018,Africa,"Congo, Rep.",COG,65.267,62.834,64.053,2724474,2716588,5441062,3877.439563,73.57746192
2018,North America,Costa Rica,CRI,82.083,76.996,79.484,2515262,2525472,5040734,21144.40977,1540.555722
2018,Africa,Cote d'Ivoire,CIV,59.94,57.846,58.849,12600637,12893352,25493988,5060.59743,158.0805993
2018,Europe,Croatia,HRV,81.4,74.9,78.07073171,2102981,1984862,4087843,28909.41656,1943.076654
2018,Europe,Cyprus,CYP,83.058,79.67,81.382,608241,610590,1218831,40676.57031,2795.305289
2018,Europe,Czechia,CZE,82,76.2,79.02926829,5397481,5232447,10629928,41143.82705,3079.399159
2018,Europe,Denmark,DNK,82.9,79.1,80.95365854,2913918,2879718,5793636,57482.9624,5816.91949
2018,Africa,Djibouti,DJI,65.583,60.59,63.038,531774,525424,1057198,4699.70967,110.2630683
2018,North America,Dominica,DMA,77.247,70.405,73.59,35370,35452,70823,12134.16569,743.9993897
2018,North America,Dominican Republic,DOM,76.499,70.233,73.232,5348537,5416994,10765531,17904.45029,738.7183062
2018,South America,Ecuador,ECU,79.604,74.623,77.094,8506021,8509651,17015672,11887.49225,934.9124338
2018,Africa,"Egypt, Arab Rep.",EGY,73.927,68.875,71.367,51250007,52490759,103740765,11636.49884,551.4485002
2018,North America,El Salvador,SLV,77.488,67.352,72.555,3284064,2992279,6276342,9024.051422,751.3904062
2018,Africa,Equatorial Guinea,GNQ,63.042,59.556,61.191,707784,794308,1502091,18192.04991,564.5000217
2018,Europe,Estonia,EST,82.7,74,78.24390244,698657,623319,1321977,36410.12209,2441.556413
2018,Africa,Eswatini,SWZ,63.169,55.882,59.411,586223,574204,1160428,8544.515756,618.4623168
2018,Africa,Ethiopia,ETH,68.397,62.606,65.412,55246462,55882976,111129438,2117.159362,69.94286693
2018,Oceania,Fiji,FJI,69.664,66.031,67.81,456721,462276,918996,13631.17519,484.4193313
2018,Europe,Finland,FIN,84.5,79.1,81.73414634,2794292,2721234,5515525,49579.331,4484.572787
2018,Europe,France,FRA,85.8,79.7,82.67560976,34680632,32477716,67158348,46537.47404,5228.326116
2018,Africa,Gabon,GAB,68.789,64.115,66.306,1072844,1119168,2192012,14597.14731,400.6807432
2018,Africa,"Gambia, The",GMB,64.251,61.826,63.04,1229801,1215115,2444916,2060.974632,68.91385855
2018,Asia,Georgia,GEO,78.153,68.495,73.341,1971912,1754637,3726549,14596.06929,1025.622776
2018,Europe,Germany,DEU,83.3,78.6,80.89268293,42006470,40899311,82905782,55195.84054,6337.138533
2018,Africa,Ghana,GHA,66.049,62.215,64.122,15472613,15398027,30870641,5248.46349,178.4555902
2018,Europe,Greece,GRC,84.4,79.3,81.78780488,5471554,5261328,10732882,29617.54834,2403.162264
2018,North America,Grenada,GRD,77.796,72.06,74.808,60748,61090,121838,15772.04804,722.5865239
2018,North America,Guatemala,GTM,75.571,69.896,72.726,8250539,8096410,16346950,8672.717782,514.1947009
2018,Africa,Guinea,GIN,60.298,58.326,59.349,6370216,6184649,12554864,2531.140575,94.6220739
2018,Africa,Guinea-Bissau,GNB,62.614,58.263,60.502,976163,948791,1924955,1896.406983,144.6249382
2018,South America,Guyana,GUY,72.439,65.503,68.896,399474,386040,785514,12671.70299,621.5188382
2018,North America,Haiti,HTI,66.919,61.231,64.019,5548683,5463738,11012421,3286.586198,141.318216
2018,North America,Honduras,HND,75.318,70.461,72.814,4844019,4948831,9792850,5694.958543,411.6310776
2018,Europe,Hungary,HUN,79.6,72.7,76.06585366,5101926,4673638,9775564,31908.86345,2097.778882
2018,Europe,Iceland,ISL,84.5,81.3,82.86097561,172511,180210,352721,57197.76762,4789.19524
2018,Asia,India,IND,72.142,69.367,70.71,661854076,707149230,1369003306,6590.882301,188.661255
2018,Asia,Indonesia,IDN,72.403,68.311,70.338,132530163,134536680,267066843,11671.43233,334.6773833
2018,Asia,"Iran, Islamic Rep.",IRN,79.091,73.519,76.195,42283609,43333952,85617562,14980.63479,1115.413102
2018,Asia,Iraq,IRQ,73.293,69.559,71.514,20301429,20289270,40590700,10235.33636,414.2044655
2018,Europe,Ireland,IRL,84.1,80.4,82.20487805,2456754,2410562,4867316,84708.25092,5861.913951
2018,Asia,Israel,ISR,84.8,80.9,82.80243902,4460839,4421961,8882800,40231.90526,3054.559056
2018,Europe,Italy,ITA,85.6,81.2,83.34634146,31012809,29408951,60421760,43036.24378,3732.510571
2018,North America,Jamaica,JAM,73.903,69.695,71.793,1415821,1396014,2811835,10405.03397,620.9525214
2018,Asia,Japan,JPN,87.32,81.25,84.21097561,65140618,61670382,126811000,42141.9353,4545.894763
2018,Asia,Jordan,JOR,78.172,73.677,75.774,5024293,5435573,10459865,9814.924305,766.686742
2018,Asia,Kazakhstan,KAZ,77.19,68.84,73.15,9508427,8768025,18276452,26158.44577,726.6831364
2018,Africa,Kenya,KEN,65.158,60.288,62.676,25168522,24784782,49953304,4572.149937,187.3749144
2018,Oceania,Kiribati,KIR,68.521,64.97,66.855,62820,59441,122261,2088.458928,259.6071038
2018,Asia,"Korea, Rep.",KOR,85.7,79.7,82.62682927,25783018,25802041,51585058,43044.29176,3241.440204
2018,Asia,Kuwait,KWT,82.281,78.232,79.722,1661345,2655840,4317185,50119.62476,2570.280808
2018,Asia,Kyrgyz Republic,KGZ,75.6,67.4,71.4,3218986,3103815,6322800,5256.555894,267.5643362
2018,Asia,Lao PDR,LAO,69.572,65.793,67.634,3522442,3582564,7105006,7727.752551,173.5835551
2018,Europe,Latvia,LVA,79.7,70.1,74.78292683,1039395,887780,1927174,30877.04193,1903.766338
2018,Asia,Lebanon,LBN,81.455,77.784,79.729,3039172,2911667,5950839,18368.79812,1484.50929
2018,Africa,Lesotho,LSO,56.591,50.992,53.733,1114109,1083909,2198017,2562.183577,273.9859084
2018,Africa,Liberia,LBR,62.164,59.525,60.853,2458807,2430584,4889391,1558.316835,146.3520674
2018,Europe,Lithuania,LTU,80.7,70.9,75.6804878,1495079,1306463,2801543,36376.52788,2369.305069
2018,Europe,Luxembourg,LUX,84.6,80.1,82.29512195,302297,305653,607950,116498.5121,6211.730685
2018,Africa,Madagascar,MDG,67.432,63.2,65.27,13384012,13462529,26846541,1594.761492,68.10648918
2018,Africa,Malawi,MWI,66.96,59.724,63.276,9445207,8922676,18367883,1513.967035,104.0619249
2018,Asia,Malaysia,MYS,78.267,73.293,75.644,15801948,16597324,32399271,27480.95492,1033.099477
2018,Asia,Maldives,MDV,81.074,79.21,80.013,206793,282965,489758,20265.24064,1506.933426
2018,Africa,Mali,MLI,60.694,58.14,59.393,9865821,10068477,19934298,2238.118108,83.53527802
2018,Europe,Malta,MLT,84.6,80.4,82.44878049,236050,248581,484630,45557.7168,3975.948963
2018,Oceania,Marshall Islands,MHL,66.355,62.996,64.5,22460,23529,45989,5074.341698,654.910363
2018,Africa,Mauritania,MRT,67.075,63.594,65.31,2182110,2088602,4270712,5496.247467,188.3907267
2018,Africa,Mauritius,MUS,77.72,71.27,74.41634146,639874,625703,1265577,23571.89416,1303.267484
2018,North America,Mexico,MEX,77.286,70.829,74.015,63328698,60685164,124013861,20448.92162,1100.859176
2018,Oceania,"Micronesia, Fed. Sts.",FSM,74.955,67.92,71.318,55063,55865,110929,3598.403014,369.594373
2018,Europe,Moldova,MDA,75.232,65.921,70.492,1419884,1287319,2707203,12434.64847,827.3272626
2018,Asia,Mongolia,MNG,75.829,66.811,71.199,1591658,1572333,3163991,12342.03802,468.9233332
2018,Europe,Montenegro,MNE,79.3,74.5,76.84146341,318787,303440,622227,21513.42634,1768.694723
2018,Africa,Morocco,MAR,76.086,72.028,73.986,17840191,18087320,35927511,8266.143555,414.1977622
2018,Africa,Mozambique,MOZ,63.234,57.721,60.526,14996993,14426886,29423878,1323.979672,107.0930176
2018,Asia,Myanmar,MMR,69.676,63.407,66.465,26421724,26244290,52666014,4665.816837,228.6144979
2018,Africa,Namibia,NAM,66.176,58.931,62.586,1243822,1161859,2405680,10512.97531,874.2836696
2018,Oceania,Nauru,NRU,66.989,59.883,63.234,5849,6074,11924,10134.27677,1466.405458
2018,Asia,Nepal,NPL,70.719,67.231,68.979,14952540,13554172,28506712,3808.722114,172.4710167
2018,Europe,Netherlands,NLD,83.4,80.3,81.81219512,8676043,8555582,17231624,57826.6285,5811.235322
2018,Oceania,New Zealand,NZL,83.5,80,81.70731707,2486439,2414161,4900600,42507.42881,3891.086397
2018,North America,Nicaragua,NIC,76.681,70.964,73.85,3333171,3239062,6572233,5772.179023,490.5793685
2018,Africa,Niger,NER,63.295,61.611,62.454,11128131,11448927,22577058,1221.952421,64.79956153
2018,Africa,Nigeria,NGA,52.77,52.331,52.554,98222504,100165119,198387623,5212.138871,161.0863846
2018,Europe,North Macedonia,MKD,78.8,74.6,76.64878049,1040371,1035846,2076217,16796.38792,1065.407096
2018,Europe,Norway,NOR,84.5,81.1,82.75853659,2635181,2676735,5311916,70253.84637,7019.083515
2018,Asia,Oman,OMN,79.898,76.534,77.966,1629789,2971367,4601157,35034.58586,1126.221284
2018,Asia,Pakistan,PAK,68.959,64.222,66.482,108293156,111438323,219731479,5236.364249,150.1018622
2018,Oceania,Palau,PLW,..,..,52.554,8476,9389,17864,18010.20454,2034.840336
2018,North America,Panama,PAN,81.024,74.826,77.863,2080041,2085213,4165255,33034.75138,2510.998623
2018,Oceania,Papua New Guinea,PNG,68.123,62.869,65.182,4498858,4830369,9329227,3957.928658,90.80532727
2018,South America,Paraguay,PRY,76.342,70.946,73.568,3205602,3237726,6443328,14181.42515,956.5050431
2018,South America,Peru,PER,78.293,73.8,76.009,16242003,15961942,32203944,13001.46125,683.6385025
2018,Asia,Philippines,PHL,73.556,69.815,71.689,53496816,55072020,108568836,8566.84956,338.7075439
2018,Europe,Poland,POL,81.7,73.7,77.60243902,19599212,18375538,37974750,32027.60273,2021.770555
2018,Europe,Portugal,PRT,84.5,78.3,81.32439024,5424120,4859701,10283822,34928.54353,3285.399126
2018,Asia,Qatar,QAT,82.462,80.028,80.898,712137,2054595,2766732,93660.40729,3047.050021
2018,Europe,Romania,ROU,79.2,71.7,75.35853659,10044758,9429212,19473970,29568.18681,1626.595792
2018,Europe,Russian Federation,RUS,77.82,67.75,72.66219512,77393346,67084512,144477859,28821.26172,1555.923709
2018,Africa,Rwanda,RWA,68.266,64.013,66.251,6418989,6112819,12531808,2098.968854,140.6719199
2018,Oceania,Samoa,WSM,75.314,70.211,72.636,102603,107099,209701,6287.229435,311.4991302
2018,Europe,San Marino,SMR,..,..,84.928,17530,16626,34156,60314.0019,5119.192672
2018,Africa,Sao Tome and Principe,STP,71.445,65.653,68.355,105837,105507,211344,4083.242693,236.5193329
2018,Asia,Saudi Arabia,SAU,78.911,75.921,77.212,14682638,20335495,35018133,48861.1878,2696.30622
2018,Africa,Senegal,SEN,70.258,65.78,68.097,7925155,7649754,15574909,3449.84793,152.8864781
2018,Europe,Serbia,SRB,78.4,73.5,75.8902439,3633970,3348634,6982604,17717.99113,1507.565084
2018,Africa,Seychelles,SYC,77.4,68.5,72.84146341,45934,50828,96762,28756.47367,1395.013426
2018,Africa,Sierra Leone,SLE,61.168,58.419,59.796,3924338,3936943,7861281,1649.036342,136.6852651
2018,Asia,Singapore,SGP,85.5,81.2,83.29756098,2691403,2947272,5638676,100642.7522,3984.669508
2018,Europe,Slovak Republic,SVK,80.8,73.9,77.26585366,2788054,2658718,5446771,31369.79883,2092.638365
2018,Europe,Slovenia,SVN,84.4,78.5,81.37804878,1037800,1036095,2073894,38971.82412,3236.614078
2018,Oceania,Solomon Islands,SLB,71.737,68.786,70.173,322200,337049,659249,2696.641017,105.9161178
2018,Africa,South Africa,ZAF,68.74,62.203,65.674,29517286,27822349,57339635,14326.65026,1154.713733
2018,Europe,Spain,ESP,86.3,80.7,83.43170732,23851736,22946018,46797754,40716.68076,3674.183339
2018,Asia,Sri Lanka,LKA,79.493,71.983,75.748,11212976,10457023,21670000,14083.68639,517.3434549
2018,North America,St. Kitts and Nevis,KNA,75.085,68.206,71.467,24545,23216,47761,30670.60251,1510.371685
2018,North America,St. Lucia,LCA,76.968,70.023,73.357,89573,88315,177888,15998.23475,707.2766379
2018,North America,St. Vincent and the Grenadines,VCT,76.863,71.816,74.128,51425,53856,105281,14379.75726,602.8593011
2018,Africa,Sudan,SDN,68.233,63.208,65.681,21005857,20993202,41999059,4453.767578,205.8005179
2018,South America,Suriname,SUR,75.937,69.285,72.553,297374,296341,593715,18881.61533,1262.744642
2018,Europe,Sweden,SWE,84.3,80.9,82.55853659,5063720,5111494,10175214,53521.63064,5887.643562
2018,Europe,Switzerland,CHE,85.7,81.9,83.75365854,4292467,4221862,8514329,70688.81875,8187.830431
2018,Asia,Tajikistan,TJK,72.599,68.272,70.353,4538006,4590127,9128132,3486.974503,244.5619226
2018,Africa,Tanzania,TZA,68.649,64.475,66.535,29411111,28679332,58090443,2571.166992,103.8519026
2018,Asia,Thailand,THA,83.149,74.315,78.662,36456433,34671370,71127802,18093.81978,700.059286
2018,Asia,Timor-Leste,TLS,69.702,66.468,68.017,618322,643523,1261845,3144.63261,200.2487454
2018,Africa,Togo,TGO,60.646,59.829,60.244,4004288,4042391,8046679,2072.749612,124.2514509
2018,Oceania,Tonga,TON,73.614,68.149,70.779,52981,52169,105150,6439.157782,309.6046423
2018,North America,Trinidad and Tobago,TTO,77.353,70.299,73.802,761204,743505,1504709,26148.71303,1665.887188
2018,Africa,Tunisia,TUN,79.323,72.864,75.95,6023338,5909703,11933041,11312.23929,672.6749168
2018,Asia,Turkiye,TUR,80.684,74.417,77.563,41271565,41537739,82809304,27802.54778,1146.476512
2018,Asia,Turkmenistan,TKM,72.192,65.408,68.796,3061479,3003587,6065066,14665.42816,997.2577806
2018,Oceania,Tuvalu,TUV,68.734,60.57,64.212,5252,5613,10865,4383.45247,874.4485521
2018,Africa,Uganda,UGA,64.744,60.587,62.714,20994287,20521108,41515395,2239.481676,94.88165118
2018,Europe,Ukraine,UKR,76.72,66.69,71.58268293,23945847,20676671,44622518,12633.51367,903.5388671
2018,Asia,United Arab Emirates,ARE,81.79,78.028,79.627,2721838,6418331,9140169,73270.67158,2995.451781
2018,Europe,United Kingdom,GBR,83.1,79.5,81.25609756,33662065,32798279,66460344,47202.19961,4607.670102
2018,North America,United States,USA,81.2,76.2,78.63902439,164926348,161911851,326838199,62823.30944,10284.5543
2018,South America,Uruguay,URY,81.283,73.753,77.611,1769223,1657819,3427042,23950.39333,2140.166979
2018,Asia,Uzbekistan,UZB,73.815,68.479,71.149,16470365,16485735,32956100,7289.329501,373.9839672
2018,Oceania,Vanuatu,VUT,72.3,67.75,69.795,147683,149615,297298,3118.301296,103.4576131
2018,Asia,Vietnam,VNM,78.777,69.245,73.976,48058062,46856269,94914330,9867.667881,497.1088552
2018,Africa,Zambia,ZMB,64.916,59.674,62.342,9041177,8794716,17835893,3508.310756,177.4020632
2018,Africa,Zimbabwe,ZWE,63.594,58.968,61.414,7966181,7086002,15052184,2457.309859,180.091128
,,,,,,52.554,,,,758.2490316,
,,,,,,,,,,131525.0315,
